coff_result
0.0002786660699105926
0.0001263652897133887
8.910689756163126e-05
0.00018777795113992558
0.00011928264478594709
8.610737206699452e-05
7.488977118522159e-05
6.545425791703232e-05
3.9147381343977354e-05
0.00019996835836651457
0.00015054356364181575
0.0001758572790094403
0.00012971588935465952
