coff_result
0.0002539601277993262
0.0001426716596783975
9.666244512276126e-05
0.00017366175175258564
5.467763524666619e-05
9.671993821814303e-05
3.799469914898258e-05
6.752765822577627e-05
7.049429930887295e-05
0.00029459924860143923
0.00019246049864692988
0.0001691904773564249
0.00017777376959009434
