coff_result
0.0002795305430308131
0.00012663527813268002
8.875137099246977e-05
0.0001872823356037711
0.00011902003074932368
8.563199049067686e-05
7.415379908668596e-05
6.466892542922473e-05
3.827402999787265e-05
0.00019922253973371208
0.00015046130844912384
0.0001755918487385895
0.0001288484123452986
